"NUTS3","Live_in","Sex","Age","Edu","Children","Garden_size","Pond","G_experience","Garden_type","Garea_Vege","Garea_Herb","Garea_Frui","Garea_Grap","Garea_Orna","Garea_Egree","Garea_Lawn","Garea_Undis","Habi_Beau","Habi_Cons","Habi_Mone","Habi_Produ","Moti_Pastime","Knowledge_Plant","Knowledge_Bird","Knowledge_Insect","Mowing","Unmowpatch","Plat_Oplants","Get_Seeds_Plants","Fertiliser","Herbic","Growing","Pesticide","Observing_polli","Support_Polli","Polli_Friendly","Biodiw_Network","NOMowMay","Information","ID"
"HU120","City","Female","Over 55","Middle",1,"Small",0,"Long ago","House garden",1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,"Very often",1,1,"I collect the seeds from my garden;Markets or producers/growers;Collecting in nature in my country;I get them from friends","I use animal manure;I use compost",0,"Only for own use","Self-made pesticides, home practices","Butterflies;Bumblebees;Other wild bees;Wasps;Ants;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"Maybe","Did not heard about it","Internet;Social media platforms;TV, radio","ID_523"
"HU120","City","Female","Under 36","High",0,"Small",0,"Long ago","Flower garden",0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,"Very often",0,1,"Shops specialised in farming and gardening e.g. horticulture shops, gardencentres","I do not fertilize",1,"Only for own use","Conventional pesticides/synthetic pesticides","Butterflies;Bumblebees;Honeybees;Wasps;Ants;Hoverflies;Other flies;Beetles","Providing food sources;Water sources",0,"Yes","Did not heard about it","Internet;Social media platforms;Consulting with professional gardeners/agronomists","ID_524"
"HU221","Countryside","Male","36-55","High",1,"Large",0,"Long ago","House garden",1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,"Very often",0,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;Supermarkets;I get them from friends","I use compost",1,"Only for own use","Conventional pesticides/synthetic pesticides","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","I do not support them actively",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms;Consulting with other garden owners;Consulting with professional gardeners/agronomists;TV, radio","ID_525"
"HU120","Countryside","Female","Over 55","High",1,"Small",0,"Middle","House garden",1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,"Often",1,1,"I collect the seeds from my garden;Markets or producers/growers;I get them from friends","I use compost",1,"Only for own use","Conventional pesticides/synthetic pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Wasps;Ants;Other flies;Beetles","Creating/preserving natural habitats;Water sources",1,"Maybe","Jointed","Internet;Social media platforms;Consulting with professional gardeners/agronomists;Other","ID_526"
"HU120","City","Male","Under 36","High",1,"Small",0,"Long ago","CG and other",1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,"Rarely",1,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;Collecting in nature in my country;Collecting in nature abroad;I get them from friends;I get them from people who I do not know","I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"Yes","Did not heard about it","Internet;Self-training groups;Consulting with other garden owners;Consulting with professional gardeners/agronomists;Other","ID_527"
"HU231","Countryside","Female","Over 55","High",0,"Medium",0,"Long ago","House garden",1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,"Often",0,1,"Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;I get them from friends","I do not fertilize",0,"Only for own use","No","Butterflies;Honeybees;Wasps;Ants;Other flies;Beetles","I do not support them actively",1,"Maybe","Did not heard about it","Internet;Social media platforms;Consulting with professional gardeners/agronomists","ID_528"
"HU221","Countryside","Female","36-55","High",1,"Large",0,"Long ago","House garden",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Rarely",1,1,"I collect the seeds from my garden;Seed exchange;I get them from friends;I get them from people who I do not know","I use animal manure;I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms;Self-training groups;Consulting with other garden owners;Consulting with professional gardeners/agronomists;Other","ID_529"
"HU333","Countryside","Female","Under 36","High",1,"Medium",0,"Newly","House garden",1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,"Rarely",1,1,"I collect the seeds from my garden;Seed exchange;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;Collecting in nature in my country;I get them from friends;I get them from people who I do not know","I use animal manure;I use compost",0,"Both for own use and sale","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",0,"Yes","Jointed","Internet;Social media platforms;Self-training groups;Consulting with other garden owners","ID_530"
"HU331","Town","Male","Under 36","Middle",0,"Large",0,"Middle","House garden",1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,"Often",0,0,"I collect the seeds from my garden;Markets or producers/growers;Collecting in nature in my country","I use animal manure;I use compost",0,"Both for own use and sale","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Bumblebees;Honeybees;Wasps;Ants;Other flies;Beetles","I do not support them actively",1,"Yes","Did not heard about it","Internet;Social media platforms;Consulting with professional gardeners/agronomists","ID_531"
"HU311","City","Female","36-55","Middle",1,"Large",0,"Long ago","House garden",1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,"Often",1,1,"I collect the seeds from my garden;Collecting in nature in my country;Supermarkets;I get them from friends","I use synthetic fertilizer;I use animal manure;I use compost",0,"Both for own use and sale","Conventional pesticides/synthetic pesticides;Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources",1,"Maybe","Jointed","Gardening journals/magazines, books;Internet;Consulting with other garden owners;Other","ID_532"
"HU221","Countryside","Female","Under 36","High",1,"Medium",0,"Newly","House garden",1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,"Often",1,0,"I collect the seeds from my garden;Supermarkets;Webshops;I get them from friends","I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources;Water sources",1,"Yes","Jointed","Internet;Social media platforms;Consulting with professional gardeners/agronomists;Other","ID_533"
"HU120","City","Female","36-55","High",0,"Medium",0,"Newly","Flower garden",1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,"Very often",0,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Supermarkets;Webshops;I get them from friends","I use animal manure;I use compost",0,"Only for own use","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Wasps;Ants;Other flies;Beetles","Creating artificial habitats;Providing food sources",1,"Yes","Did not joint","Gardening journals/magazines, books;Internet;Social media platforms;Consulting with other garden owners;TV, radio","ID_534"
"HU221","City","Female","Under 36","High",1,"Large",1,"Middle","Flower garden",1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,"Often",0,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Supermarkets","I use compost",1,"Only for own use","Conventional pesticides/synthetic pesticides","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Providing food sources;Water sources",1,"Yes","Did not heard about it","Consulting with professional gardeners/agronomists","ID_535"
"HU331","Countryside","Female","Under 36","High",1,"Large",0,"Middle","House garden",1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,"Often",0,1,"I collect the seeds from my garden;Seed exchange;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;Collecting in nature in my country;I get them from friends","I use animal manure;I use compost",0,"Only for own use","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"Yes","Jointed","Internet;Social media platforms;Consulting with other garden owners","ID_536"
"HU231","City","Female","36-55","Middle",1,"Medium",0,"Newly","Kitchen garden",1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,"Often",0,1,"I collect the seeds from my garden;Supermarkets;Webshops","I use compost",0,"Only for own use","Eco/Bio/Green labelled pesticides","Butterflies;Bumblebees;Honeybees;Wasps;Ants;Beetles","Creating/preserving natural habitats;Water sources",1,"Maybe","Jointed","Internet;Social media platforms;Consulting with other garden owners;TV, radio","ID_537"
"HU120","City","Female","36-55","High",0,"Large",0,"Long ago","Flower garden",1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,"Very often",0,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers","I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Consulting with professional gardeners/agronomists","ID_538"
"HU333","Countryside","Female","Over 55","High",1,"Large",0,"Newly","Orchard",0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,"Often",0,1,"Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Supermarkets;I get them from friends","I do not fertilize",0,"Only for own use","No","Honeybees;Other wild bees;Wasps;Ants;Other flies;Beetles","Water sources",1,"Yes","Did not heard about it","Internet;Social media platforms;Consulting with other garden owners","ID_539"
"HU120","City","Female","Under 36","High",1,"Medium",0,"Newly","Orchard",0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,"Often",1,1,"Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;Supermarkets;Webshops;I get them from friends;I get them from people who I do not know","I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Wasps;Ants;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;I do not support them actively",0,"Yes","Did not heard about it","Internet;Social media platforms;Consulting with professional gardeners/agronomists","ID_540"
"HU331","Countryside","Female","36-55","High",0,"Medium",0,"Long ago","Kitchen garden",1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,"Very often",0,1,"Supermarkets","I use synthetic fertilizer;I use animal manure",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Other flies;Beetles","I do not support them actively",0,"Maybe","Did not heard about it","Internet","ID_541"
"HU313","Countryside","Female","36-55","High",0,"Medium",1,"Middle","House garden",1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,"Rarely",1,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Supermarkets;Webshops","I use animal manure;I use compost",0,"Both for own use and sale","No","Butterflies;Bumblebees;Honeybees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms;Self-training groups;Consulting with professional gardeners/agronomists;TV, radio","ID_542"
"HU120","City","Female","36-55","Middle",1,"Large",0,"Newly","Orchard",1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,"Rarely",0,1,"Shops specialised in farming and gardening e.g. horticulture shops, gardencentres","I use animal manure;I use compost",0,"Only for own use","Self-made pesticides, home practices","Butterflies;Honeybees;Other wild bees;Wasps;Ants;Other flies;Beetles","Providing food sources",1,"Yes","Did not heard about it","Internet;Social media platforms","ID_543"
"HU333","Countryside","Female","36-55","High",1,"Large",0,"Newly","Orchard",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,"Rarely",1,1,"I collect the seeds from my garden;Seed exchange;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;Supermarkets;Webshops;I get them from friends","I use animal manure;I use compost",0,"Both for own use and sale","No","Butterflies;Bumblebees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","I do not support them actively",0,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms;Self-training groups;Consulting with other garden owners;Consulting with professional gardeners/agronomists;Other","ID_544"
"HU331","Countryside","Female","36-55","High",1,"Large",1,"Newly","Orchard",1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,"Never",0,1,"Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;I get them from friends;I get them from people who I do not know","I use animal manure",0,"Only for own use","Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources;Water sources",1,"Yes","Did not heard about it","Internet;Social media platforms;Self-training groups;Consulting with other garden owners;Consulting with professional gardeners/agronomists","ID_545"
"HU333","Countryside","Female","36-55","High",1,"Large",0,"Newly","House garden",1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,"Often",1,1,"I collect the seeds from my garden;Seed exchange;Markets or producers/growers;I get them from friends","I use animal manure;I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Other wild bees;Wasps;Ants;Other flies;Beetles","Creating/preserving natural habitats",0,"Yes","Did not heard about it","Internet;Social media platforms;Consulting with professional gardeners/agronomists","ID_546"
"HU120","City","Female","36-55","High",1,"Small",0,"Newly","Kitchen garden",1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,"Often",0,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;I get them from friends","I use animal manure",0,"Only for own use","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Bumblebees;Honeybees;Other wild bees;Ants;Other flies;Beetles","Creating/preserving natural habitats;Water sources",1,"Yes","Did not joint","Internet;Social media platforms;Consulting with other garden owners;Consulting with professional gardeners/agronomists;Other","ID_547"
"HU120","Town","Female","36-55","High",1,"Medium",0,"Long ago","House garden",1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,"Rarely",1,1,"I collect the seeds from my garden;Markets or producers/growers;Collecting in nature in my country;Supermarkets;I get them from friends","I use animal manure;I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Ants;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"Yes","Did not heard about it","Internet;Social media platforms;Consulting with other garden owners;Consulting with professional gardeners/agronomists","ID_548"
"HU120","Countryside","Female","36-55","High",1,"Large",0,"Newly","House garden",1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,"Often",0,1,"Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;Webshops","I use animal manure;I use compost",0,"Only for own use","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources;Water sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms;Self-training groups;Consulting with other garden owners;Consulting with professional gardeners/agronomists","ID_549"
"HU333","Town","Male","Under 36","Middle",1,"Large",0,"Long ago","Vineyard",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,"Often",0,1,"Seed exchange;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;Collecting in nature in my country;Supermarkets;I get them from friends","I use animal manure;I use compost",0,"Only for own use","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources",1,"Yes","Did not heard about it","Internet;Social media platforms;Other","ID_550"
"HU221","Town","Female","36-55","High",0,"Medium",0,"Newly","Kitchen garden",1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,"Often",1,0,"Supermarkets;Webshops","I do not fertilize",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Wasps;Ants;Other flies;Beetles","I do not support them actively",1,"Maybe","Did not heard about it","Internet;Social media platforms;Other","ID_551"
"HU221","Countryside","Male","Under 36","High",0,"Medium",0,"Newly","House garden",1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,"Often",1,0,"Supermarkets;I get them from friends","I use compost",0,"Only for own use","Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Wasps;Ants;Other flies","Creating/preserving natural habitats;Water sources",1,"Yes","Did not heard about it","Internet;Social media platforms;Consulting with other garden owners;Consulting with professional gardeners/agronomists","ID_552"
"HU311","Countryside","Male","Under 36","Middle",0,"Medium",0,"Long ago","House garden",1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,"Very often",0,1,"I collect the seeds from my garden;Supermarkets;I get them from friends","I use animal manure",0,"Only for own use","No","Butterflies;Bumblebees;Other wild bees;Wasps;Ants;Other flies;Beetles","Providing food sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms;Consulting with professional gardeners/agronomists","ID_553"
"HU333","Town","Female","36-55","High",0,"Medium",0,"Long ago","House garden",1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,"Often",0,1,"I collect the seeds from my garden;Markets or producers/growers;I get them from friends","I use animal manure",0,"Both for own use and sale","Conventional pesticides/synthetic pesticides","Butterflies;Bumblebees;Honeybees;Wasps;Ants;Other flies;Beetles","Providing food sources;Water sources",1,"Yes","Did not joint","Social media platforms;Consulting with other garden owners","ID_554"
"HU120","City","Male","36-55","High",0,"Small",0,"Newly","CG and other",1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,"Never",0,0,"Seed exchange","I do not fertilize",0,"Only for own use","Eco/Bio/Green labelled pesticides","Butterflies;Beetles","I do not support them actively",0,"No","Did not heard about it","Consulting with other garden owners;Consulting with professional gardeners/agronomists","ID_555"
"HU120","Countryside","Female","36-55","High",1,"Large",0,"Long ago","Orchard",1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,"Often",1,1,"Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Webshops;I get them from friends","I use animal manure;I use compost",1,"Only for own use","Conventional pesticides/synthetic pesticides;Eco/Bio/Green labelled pesticides","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Consulting with professional gardeners/agronomists","ID_556"
"HU333","Countryside","Male","36-55","High",1,"Large",0,"Newly","House garden",0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,"Rarely",1,0,"Seed exchange;I get them from friends","I use compost",0,"Only for own use","Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"No","Did not heard about it","Other","ID_557"
"HU221","Town","Female","36-55","High",1,"Large",0,"Long ago","House garden",1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,"Very often",0,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;Supermarkets;I get them from friends","I use animal manure;I use compost",0,"Only for own use","Self-made pesticides, home practices","Butterflies;Honeybees;Other wild bees;Wasps;Ants;Other flies;Beetles","Providing food sources;Water sources",1,"Maybe","Did not heard about it","Internet;Social media platforms;Consulting with other garden owners;TV, radio","ID_558"
"HU211","Town","Female","Under 36","Middle",0,"Large",0,"Middle","Orchard",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"Often",1,1,"I collect the seeds from my garden;Seed exchange;Markets or producers/growers;Collecting in nature in my country;I get them from friends","I use animal manure;I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources;Water sources",1,"Yes","Jointed","Gardening journals/magazines, books;Internet;Social media platforms;Self-training groups;Consulting with other garden owners;Consulting with professional gardeners/agronomists;Other","ID_559"
"HU120","Town","Female","36-55","Middle",1,"Large",0,"Newly","Kitchen garden",1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,"Rarely",1,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers","I use animal manure;I use compost",1,"Only for own use","Conventional pesticides/synthetic pesticides;Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"Yes","Jointed","Internet;Social media platforms;Consulting with professional gardeners/agronomists","ID_560"
"HU331","Countryside","Female","36-55","High",0,"Medium",0,"Long ago","House garden",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Often",1,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Supermarkets;I get them from friends","I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"Yes","Did not heard about it","Internet;Social media platforms","ID_561"
"HU331","Countryside","Female","36-55","High",0,"Large",0,"Newly","Kitchen garden",1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,"Often",1,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Collecting in nature in my country;Supermarkets;I get them from friends","I use compost",0,"Both for own use and sale","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"Maybe","Jointed","Gardening journals/magazines, books;Internet;Social media platforms;Consulting with other garden owners;Consulting with professional gardeners/agronomists;TV, radio","ID_562"
"HU333","Countryside","Female","36-55","Middle",0,"Medium",0,"Newly","Kitchen garden",1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,"Often",1,1,"I collect the seeds from my garden;Seed exchange;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Collecting in nature in my country;Collecting in nature abroad;Webshops;I get them from friends","I use animal manure;I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources;Water sources",1,"Yes","Jointed","Internet;Social media platforms;Self-training groups;Consulting with other garden owners","ID_563"
"HU120","Countryside","Male","Over 55","High",1,"Large",0,"Middle","Orchard",1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,"Often",0,0,"I collect the seeds from my garden;Supermarkets;I get them from friends","I use compost",0,"Only for own use","Conventional pesticides/synthetic pesticides","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Providing food sources",1,"Maybe","Did not heard about it","Internet;Consulting with other garden owners;Consulting with professional gardeners/agronomists","ID_564"
"HU331","Countryside","Female","36-55","Middle",1,"Large",0,"Long ago","House garden",1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,"Very often",1,1,"Markets or producers/growers","I use animal manure",0,"Only for own use","No","Bumblebees;Honeybees;Wasps;Ants","I do not support them actively",1,"Maybe","Did not heard about it","Gardening journals/magazines, books","ID_565"
"HU332","City","Female","Over 55","High",1,"Medium",0,"Newly","House garden",1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,"Rarely",1,1,"I collect the seeds from my garden;Supermarkets;I get them from friends","I use animal manure;I use compost",0,"Only for own use","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Ants;Other flies;Beetles","I do not support them actively",0,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms;Self-training groups;Consulting with other garden owners","ID_566"
"HU331","Countryside","Female","36-55","Middle",0,"Large",0,"Long ago","Kitchen garden",1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,"Very often",1,1,"Seed exchange;Markets or producers/growers;Webshops;I get them from friends","I use compost",0,"Both for own use and sale","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating artificial habitats;Providing food sources;Water sources",1,"Yes","Jointed","Internet;Social media platforms;Self-training groups;Consulting with other garden owners;Other","ID_567"
"HU120","City","Female","Over 55","High",1,"Medium",0,"Long ago","CG and other",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"Rarely",1,1,"I collect the seeds from my garden;Seed exchange;Collecting in nature in my country","I use animal manure;I use compost",0,"Only for own use","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Other wild bees;Ants;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"Yes","Did not heard about it","Internet;Social media platforms;Self-training groups;Consulting with other garden owners;Consulting with professional gardeners/agronomists","ID_568"
"HU211","Countryside","Male","Over 55","Middle",0,"Large",1,"Long ago","House garden",1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,"Rarely",1,1,"I collect the seeds from my garden;Seed exchange;Collecting in nature in my country;Webshops;I get them from friends","I use compost",0,"Only for own use","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Water sources",1,"Yes","Jointed","Gardening journals/magazines, books;Internet;Social media platforms;Self-training groups;Consulting with other garden owners;Consulting with professional gardeners/agronomists","ID_569"
"HU232","Town","Female","36-55","High",1,"Small",0,"Newly","House garden",0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,"Often",1,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Supermarkets;I get them from friends","I do not fertilize",0,"Only for own use","No","Butterflies;Bumblebees;Wasps;Ants;Hoverflies;Beetles","Creating/preserving natural habitats;Water sources",1,"Maybe","Jointed","Internet;Consulting with other garden owners","ID_570"
"HU221","Countryside","Female","36-55","High",1,"Medium",0,"Middle","House garden",1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,"Often",1,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;Collecting in nature in my country;Supermarkets;Webshops;I get them from friends","I use animal manure;I use compost",0,"Only for own use","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Consulting with other garden owners;Consulting with professional gardeners/agronomists;TV, radio","ID_571"
"HU331","Town","Female","36-55","Middle",1,"Large",0,"Newly","Orchard",1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,"Often",1,1,"Shops specialised in farming and gardening e.g. horticulture shops, gardencentres","I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"Yes","Jointed","Internet;Social media platforms","ID_572"
